grupo, algorithm, heuristic, domain, instance, cost, h0, generated, time, gen_per_sec
X, ida*, manhattan, 15puzzle_korf.txt, "5 B 15 8 4 6 1 14 10 11 3 9 7 12 2 13", 51, 37, 9426447, 1.58305, 5.95461e+06
X, ida, manhattan, 15puzzle_korf.txt, "15 14 6 7 10 1 B 11 12 8 4 9 2 5 13 3", na, na, na, na, na
X, ida*, manhattan, 15puzzle_korf.txt, "11 14 13 1 2 3 12 4 15 7 9 5 10 6 8 B", 66, 48, 1046113588, 160.129, 6.53295e+06
X, ida*, manhattan, 15puzzle_korf.txt, "6 13 3 2 11 9 5 10 1 7 12 14 8 4 B 15", 47, 31, 3903594, 0.648284, 6.02143e+06
X, ida*, manhattan, 15puzzle_korf.txt, "4 6 12 B 14 2 9 13 11 8 3 15 7 10 1 5", 57, 43, 16616842, 2.4918, 6.66862e+06
X, ida*, manhattan, 15puzzle_korf.txt, "8 10 9 11 14 1 7 15 13 4 B 12 6 2 5 3", 56, 40, 570245629, 82.7049, 6.89494e+06
X, ida*, manhattan, 15puzzle_korf.txt, "5 2 14 B 7 8 6 3 11 12 13 15 4 10 9 1", 53, 31, 344469703, 40.1135, 8.58738e+06
X, ida*, manhattan, 15puzzle_korf.txt, "7 8 3 2 10 12 4 6 11 13 5 15 B 1 9 14", 47, 31, 14066616, 2.36224, 5.95477e+06
X, ida*, manhattan, 15puzzle_korf.txt, "11 6 14 12 3 5 1 15 8 B 10 13 9 7 4 2", 61, 41, 841800904, 122.213, 6.88796e+06
X, ida*, manhattan, 15puzzle_korf.txt, "7 1 2 4 8 3 6 11 10 15 B 5 14 12 13 9", 52, 28, 325860540, 54.6494, 5.96275e+06
X, ida*, manhattan, 15puzzle_korf.txt, "7 3 1 13 12 10 5 2 8 B 6 11 14 15 4 9", 51, 31, 44951047, 4.99047, 9.00738e+06
X, ida*, manhattan, 15puzzle_korf.txt, "6 B 5 15 1 14 4 9 2 13 8 10 11 12 7 3", 55, 37, 224245594, 26.0399, 8.61161e+06
X, ida*, manhattan, 15puzzle_korf.txt, "15 1 3 12 4 B 6 5 2 8 14 9 13 10 7 11", 52, 30, 97221430, 10.3403, 9.40218e+06
