grupo, algorithm, heuristic, domain, instance, cost, h0, generated, time, gen_per_sec
X, ida, gap, pancake28.txt, "7 23 25 22 0 1 26 11 6 14 17 5 16 20 2 4 21 18 12 19 3 13 9 15 24 8 27 10", 27, 27, 27308, 0.002101, 1.29976e+07
X, ida, gap, pancake28.txt, "7 10 8 1 9 2 24 5 12 25 20 6 26 14 17 4 19 0 18 13 22 27 3 11 16 23 21 15", 29, 28, 416054, 0.031373, 1.32615e+07
X, ida, gap, pancake28.txt, "1 3 15 9 13 11 17 22 21 26 18 24 25 20 8 6 7 2 23 27 19 12 10 4 16 14 0 5", 26, 25, 43248, 0.003224, 1.34144e+07
X, ida, gap, pancake28.txt, "24 7 10 15 22 9 13 19 1 4 0 27 14 23 11 6 20 12 5 25 2 18 8 16 3 17 21 26", 28, 28, 2070, 0.000159, 1.30189e+07
X, ida, gap, pancake28.txt, "4 13 15 11 1 8 14 19 7 2 20 17 3 18 9 6 12 22 21 10 5 25 16 0 26 27 24 23", 26, 25, 43386, 0.003458, 1.25466e+07
X, ida, gap, pancake28.txt, "2 24 20 27 22 19 7 8 0 21 6 13 4 3 15 16 5 17 25 14 23 26 12 9 11 10 18 1", 25, 24, 330984, 0.025172, 1.31489e+07
X, ida, gap, pancake28.txt, "26 1 6 21 14 3 22 8 10 5 27 7 12 18 2 19 11 13 15 20 0 23 9 17 4 16 24 25", 28, 27, 40662, 0.003122, 1.30243e+07
X, ida, gap, pancake28.txt, "20 23 7 5 6 11 12 8 1 14 16 9 18 0 3 19 22 27 25 26 24 17 21 10 15 4 13 2", 26, 25, 179692, 0.014572, 1.23313e+07
X, ida, gap, pancake28.txt, "19 3 24 10 25 13 27 5 7 22 1 6 21 4 26 2 20 0 18 15 11 9 12 23 17 16 14 8", 28, 27, 107232, 0.007682, 1.39589e+07
X, ida, gap, pancake28.txt, "23 13 24 10 11 27 22 19 20 4 8 12 5 9 18 16 7 14 17 6 2 26 3 0 25 1 21 15", 26, 26, 30358, 0.002167, 1.40092e+07
X, ida, gap, pancake28.txt, "10 13 3 7 14 5 17 18 22 21 15 12 6 20 25 2 1 16 24 8 9 19 0 23 27 26 11 4", 25, 23, 192865, 0.014104, 1.36745e+07
X, ida, gap, pancake28.txt, "26 9 2 5 27 25 23 6 11 7 17 20 13 18 8 21 12 22 1 24 14 15 3 0 4 10 16 19", 27, 27, 935, 7.4e-05, 1.26351e+07
X, ida, gap, pancake28.txt, "16 5 17 22 10 20 6 3 15 11 1 12 18 21 7 25 13 26 27 4 8 2 9 14 23 19 24 0", 28, 27, 54234, 0.004069, 1.33286e+07
X, ida, gap, pancake28.txt, "24 25 16 5 14 3 0 23 10 2 18 20 11 17 12 1 15 19 8 4 9 26 22 21 27 13 6 7", 26, 25, 25910, 0.002249, 1.15207e+07
X, ida, gap, pancake28.txt, "7 5 9 15 0 14 21 13 3 1 17 16 23 22 8 20 27 11 24 18 6 26 4 12 19 25 10 2", 26, 26, 5626, 0.000438, 1.28447e+07
X, ida, gap, pancake28.txt, "9 27 11 18 25 6 23 8 21 20 14 7 26 13 17 3 12 4 2 10 24 16 5 15 1 0 22 19", 26, 26, 21613, 0.001662, 1.30042e+07
X, ida, gap, pancake28.txt, "0 6 10 22 4 2 24 8 25 23 15 17 13 1 3 5 20 19 11 9 12 14 18 26 7 16 27 21", 28, 27, 60417, 0.004479, 1.34889e+07
X, ida, gap, pancake28.txt, "5 3 23 25 22 10 6 17 20 13 7 15 19 16 0 9 11 27 4 26 2 1 14 18 24 12 8 21", 28, 27, 43231, 0.00324, 1.33429e+07
X, ida, gap, pancake28.txt, "20 23 2 15 1 25 24 9 26 22 10 18 6 16 0 5 7 14 13 4 11 27 19 21 17 8 3 12", 27, 26, 36780, 0.002803, 1.31217e+07
X, ida, gap, pancake28.txt, "16 1 21 23 18 6 13 10 26 25 0 12 22 17 20 24 27 15 5 11 4 19 3 2 14 9 8 7", 24, 24, 5859, 0.000444, 1.31959e+07
X, ida, gap, pancake28.txt, "1 16 20 3 12 27 13 19 9 8 22 10 21 24 26 25 14 17 7 11 23 6 5 0 15 18 2 4", 25, 25, 2992, 0.000231, 1.29524e+07
X, ida, gap, pancake28.txt, "21 14 15 19 4 18 26 20 12 11 5 25 9 23 13 22 27 0 2 17 10 6 24 8 3 7 16 1", 27, 26, 85153, 0.006274, 1.35724e+07
X, ida, gap, pancake28.txt, "10 12 4 16 5 6 7 8 3 0 26 14 9 17 15 11 21 19 2 27 13 20 23 25 24 1 22 18", 25, 24, 9550, 0.000726, 1.31543e+07
X, ida, gap, pancake28.txt, "6 22 16 25 12 23 5 19 0 21 4 18 20 11 10 14 9 7 27 2 1 26 15 17 24 13 8 3", 27, 26, 279589, 0.020927, 1.33602e+07
X, ida, gap, pancake28.txt, "23 16 12 0 14 15 8 17 26 22 2 7 10 27 20 13 1 6 4 3 21 9 5 18 19 25 24 11", 25, 24, 4098, 0.000326, 1.25706e+07
X, ida, gap, pancake28.txt, "21 3 6 4 19 15 14 2 7 24 8 18 16 11 25 5 12 0 17 9 27 23 10 13 26 22 1 20", 27, 27, 44238, 0.003378, 1.30959e+07
X, ida, gap, pancake28.txt, "21 24 23 20 19 25 0 16 22 6 5 14 4 13 7 1 8 17 11 15 3 18 26 27 12 9 10 2", 25, 23, 922037, 0.069054, 1.33524e+07
X, ida, gap, pancake28.txt, "14 3 6 8 16 1 7 11 13 12 19 18 20 10 21 15 5 27 24 25 23 2 26 17 22 4 0 9", 26, 25, 401502, 0.030944, 1.29751e+07
X, ida, gap, pancake28.txt, "23 7 26 22 2 6 3 21 0 27 12 16 13 17 24 5 10 9 1 14 4 15 8 11 25 19 20 18", 27, 26, 180524, 0.013592, 1.32816e+07
X, ida, gap, pancake28.txt, "23 6 22 14 16 8 25 4 2 26 19 11 1 12 15 9 24 17 27 13 3 20 0 5 21 7 18 10", 28, 28, 40428, 0.003044, 1.32812e+07
X, ida, gap, pancake28.txt, "25 16 5 15 4 2 7 27 18 10 0 21 23 14 22 17 26 13 24 19 20 3 11 12 9 6 8 1", 27, 26, 543180, 0.040656, 1.33604e+07
X, ida, gap, pancake28.txt, "22 20 9 18 10 8 4 0 21 26 15 11 23 14 27 3 6 12 17 25 5 24 16 19 2 13 7 1", 28, 28, 32196, 0.002454, 1.31198e+07
X, ida, gap, pancake28.txt, "6 23 5 27 15 14 17 24 18 4 26 21 16 7 10 8 11 25 20 12 13 3 22 1 19 0 9 2", 27, 26, 1673310, 0.125942, 1.32864e+07
X, ida, gap, pancake28.txt, "5 10 20 27 8 26 12 22 11 18 16 9 15 2 25 24 3 4 21 19 13 0 23 7 1 14 6 17", 27, 26, 32073, 0.002492, 1.28704e+07
X, ida, gap, pancake28.txt, "1 15 26 7 6 13 10 8 24 3 4 14 16 21 11 12 25 18 2 5 23 27 0 9 17 19 22 20", 26, 25, 10960, 0.00083, 1.32048e+07
X, ida, gap, pancake28.txt, "13 27 23 2 14 9 0 12 4 15 22 5 1 8 6 11 21 7 20 24 3 25 16 26 17 18 19 10", 27, 26, 65153, 0.005324, 1.22376e+07
X, ida, gap, pancake28.txt, "15 6 13 12 4 22 9 5 23 2 11 20 17 7 14 19 27 0 25 1 24 21 8 3 10 26 16 18", 28, 27, 159973, 0.011911, 1.34307e+07
X, ida, gap, pancake28.txt, "3 26 16 10 5 19 14 9 15 8 6 20 24 13 7 2 0 21 25 27 22 12 18 4 17 23 11 1", 28, 28, 32237, 0.00248, 1.29988e+07
X, ida, gap, pancake28.txt, "5 14 21 26 25 24 0 16 12 17 23 20 18 10 2 27 9 13 3 11 19 7 4 15 1 6 22 8", 26, 26, 21067, 0.001607, 1.31095e+07
X, ida, gap, pancake28.txt, "15 23 16 8 5 19 20 2 13 27 18 4 11 12 26 21 1 0 9 6 25 17 3 22 10 24 7 14", 27, 25, 3347529, 0.252975, 1.32326e+07
X, ida, gap, pancake28.txt, "20 13 17 11 22 1 4 24 5 6 18 14 15 0 2 10 16 21 12 3 26 23 19 9 25 7 27 8", 26, 26, 13126, 0.002372, 5.53373e+06
X, ida, gap, pancake28.txt, "11 1 19 18 10 21 17 22 4 15 26 14 7 3 25 20 24 0 5 12 2 27 13 6 23 16 9 8", 27, 26, 419301, 0.051457, 8.14857e+06
X, ida, gap, pancake28.txt, "11 1 12 20 22 21 18 6 7 26 24 2 23 9 17 8 16 5 10 19 25 0 3 27 15 4 13 14", 26, 25, 164635, 0.016712, 9.8513e+06
X, ida, gap, pancake28.txt, "12 4 2 17 6 27 0 18 19 10 23 24 21 8 3 5 14 26 22 25 9 1 7 11 15 13 16 20", 27, 26, 53128, 0.005168, 1.02802e+07
X, ida, gap, pancake28.txt, "20 9 21 6 25 12 27 11 13 1 18 15 24 3 19 22 26 16 2 4 8 5 10 7 17 14 0 23", 29, 28, 93609, 0.008911, 1.05049e+07
X, ida, gap, pancake28.txt, "3 1 13 26 9 18 5 27 7 14 15 6 23 12 17 2 8 4 24 11 0 25 10 22 19 20 16 21", 27, 26, 48083, 0.004773, 1.0074e+07
X, ida, gap, pancake28.txt, "21 13 11 0 18 10 6 4 27 3 25 2 15 1 20 7 5 8 19 12 22 9 23 26 17 24 16 14", 28, 28, 8100, 0.000778, 1.04113e+07
X, ida, gap, pancake28.txt, "9 10 0 2 6 15 18 4 12 24 20 19 27 14 11 5 8 3 7 25 17 21 26 1 23 13 22 16", 27, 26, 230086, 0.019925, 1.15476e+07
X, ida, gap, pancake28.txt, "2 3 1 9 26 18 7 25 8 13 19 11 23 6 10 14 22 5 27 24 16 4 15 12 20 17 0 21", 28, 27, 82877, 0.007068, 1.17257e+07
X, ida, gap, pancake28.txt, "3 17 13 26 10 24 1 9 5 12 15 22 19 27 18 8 4 6 7 16 11 25 14 21 23 0 20 2", 28, 27, 139500, 0.011282, 1.23648e+07
X, ida, gap, pancake28.txt, "7 6 10 12 8 18 20 13 14 23 24 19 0 22 17 16 3 27 4 1 25 15 21 11 26 9 5 2", 25, 24, 186566, 0.014306, 1.30411e+07
X, ida, gap, pancake28.txt, "18 21 16 24 4 6 7 11 9 0 26 10 25 1 15 17 3 14 20 19 27 22 2 12 13 23 5 8", 25, 25, 2503, 0.000198, 1.26414e+07
X, ida, gap, pancake28.txt, "1 15 13 14 26 22 17 8 5 24 6 10 4 19 0 11 25 7 3 2 23 20 18 9 21 12 27 16", 27, 26, 19671, 0.001509, 1.30358e+07
X, ida, gap, pancake28.txt, "16 14 13 27 1 26 23 12 4 6 18 22 17 15 25 3 5 9 2 8 20 24 7 19 0 10 21 11", 28, 27, 51356, 0.004183, 1.22773e+07
X, ida, gap, pancake28.txt, "15 18 23 27 10 25 21 12 5 26 24 9 19 20 11 17 8 4 6 0 1 7 22 2 13 3 16 14", 27, 26, 88101, 0.010627, 8.2903e+06
X, ida, gap, pancake28.txt, "11 17 25 2 27 12 19 21 1 5 8 16 3 14 23 0 4 24 9 22 10 18 6 13 26 15 20 7", 29, 28, 83526, 0.008501, 9.82543e+06
X, ida, gap, pancake28.txt, "18 5 9 7 10 4 26 2 11 3 1 0 8 14 13 27 20 6 24 21 19 16 17 22 23 15 12 25", 26, 24, 484122, 0.043909, 1.10256e+07
X, ida, gap, pancake28.txt, "5 12 10 11 27 18 20 22 14 2 9 23 4 24 17 1 8 25 19 21 7 0 15 26 16 3 13 6", 27, 27, 27187, 0.002193, 1.23972e+07
X, ida, gap, pancake28.txt, "22 17 13 6 24 11 25 18 14 5 3 8 26 10 7 16 2 19 12 23 0 21 15 9 1 20 27 4", 29, 28, 84544, 0.006706, 1.26072e+07
X, ida, gap, pancake28.txt, "1 0 14 4 25 19 16 9 13 21 5 6 18 15 17 11 8 27 23 24 20 10 2 3 22 7 12 26", 25, 24, 135655, 0.010946, 1.23931e+07
X, ida, gap, pancake28.txt, "0 6 1 10 5 13 11 14 19 16 27 2 21 22 24 8 12 23 7 3 20 4 26 9 17 18 25 15", 27, 26, 85823, 0.012944, 6.63033e+06
X, ida, gap, pancake28.txt, "10 7 8 21 14 17 27 26 18 20 9 4 5 1 6 13 11 24 23 2 12 15 16 0 22 3 25 19", 25, 23, 1044164, 0.097782, 1.06785e+07
X, ida, gap, pancake28.txt, "26 18 7 25 13 10 1 20 16 19 3 15 14 9 11 2 5 17 23 8 22 6 0 4 24 21 12 27", 26, 26, 6318, 0.000676, 9.34615e+06
X, ida, gap, pancake28.txt, "22 20 26 7 21 0 10 3 27 15 13 17 2 16 14 25 9 4 19 5 24 11 18 23 1 12 6 8", 28, 28, 13706, 0.002432, 5.63569e+06
X, ida, gap, pancake28.txt, "19 20 8 23 21 27 6 2 11 9 1 22 24 26 7 10 5 17 14 0 16 13 4 3 25 12 15 18", 27, 26, 523326, 0.053847, 9.71876e+06
X, ida, gap, pancake28.txt, "10 5 25 9 6 21 4 24 27 19 11 1 22 2 0 23 18 12 3 14 8 13 15 20 26 7 16 17", 27, 27, 12162, 0.001112, 1.09371e+07
X, ida, gap, pancake28.txt, "19 23 18 1 13 26 24 0 12 25 8 7 3 11 5 27 14 15 2 4 21 10 6 17 16 20 9 22", 25, 25, 10228, 0.000929, 1.10097e+07
X, ida, gap, pancake28.txt, "2 1 26 27 3 5 11 12 21 24 16 22 7 13 9 15 18 19 6 25 4 8 14 10 20 0 17 23", 25, 24, 9608, 0.000871, 1.1031e+07
X, ida, gap, pancake28.txt, "7 12 16 3 21 6 10 15 8 24 5 20 22 25 4 23 26 1 13 11 0 27 17 14 2 19 18 9", 27, 27, 24789, 0.002485, 9.97545e+06
X, ida, gap, pancake28.txt, "5 19 12 10 1 18 20 27 16 22 2 25 0 6 7 13 24 8 21 11 9 23 3 4 26 17 15 14", 26, 25, 17033, 0.001313, 1.29726e+07
X, ida, gap, pancake28.txt, "11 24 12 27 6 25 26 2 4 10 20 21 7 17 13 16 19 1 5 9 22 0 8 18 3 14 23 15", 27, 26, 209538, 0.015826, 1.32401e+07
X, ida, gap, pancake28.txt, "16 13 11 7 4 8 12 1 26 3 6 25 27 22 5 9 20 2 24 23 10 14 15 19 17 21 0 18", 27, 26, 35163, 0.003088, 1.1387e+07
X, ida, gap, pancake28.txt, "27 18 2 1 17 15 7 24 16 8 11 26 10 3 12 25 4 22 21 14 5 0 13 6 19 23 20 9", 27, 26, 678672, 0.064303, 1.05543e+07
X, ida, gap, pancake28.txt, "19 23 6 27 3 9 26 10 25 13 15 2 14 24 21 0 17 4 5 22 1 7 12 20 16 18 8 11", 28, 27, 79021, 0.006481, 1.21927e+07
X, ida, gap, pancake28.txt, "27 1 26 7 19 15 9 21 11 13 20 5 23 3 4 14 6 16 8 24 12 18 25 0 10 17 22 2", 27, 27, 20919, 0.001815, 1.15256e+07
X, ida, gap, pancake28.txt, "27 9 20 2 5 0 21 1 6 25 24 12 18 3 8 7 10 26 13 16 4 11 23 14 22 19 17 15", 27, 26, 63853, 0.005879, 1.08612e+07
X, ida, gap, pancake28.txt, "10 2 24 21 20 23 1 19 12 22 9 6 13 25 17 0 4 27 7 5 15 8 14 26 16 11 18 3", 28, 27, 48591, 0.003963, 1.22612e+07
X, ida, gap, pancake28.txt, "6 8 15 2 13 1 27 4 18 21 14 25 16 24 12 23 10 22 26 11 7 19 17 0 9 20 3 5", 28, 28, 7026, 0.000581, 1.20929e+07
X, ida, gap, pancake28.txt, "5 1 8 10 17 15 27 23 13 18 9 3 21 6 19 25 16 20 24 4 0 12 11 7 26 2 14 22", 28, 27, 245954, 0.018742, 1.31231e+07
X, ida, gap, pancake28.txt, "18 0 6 12 20 3 27 26 8 10 15 11 14 21 25 1 5 17 9 4 16 7 24 23 19 22 2 13", 27, 26, 54961, 0.004051, 1.35673e+07
X, ida, gap, pancake28.txt, "2 6 4 0 17 1 13 26 7 24 8 10 16 23 19 20 27 9 22 3 14 12 5 21 15 25 11 18", 27, 27, 17806, 0.001446, 1.2314e+07
