grupo, algorithm, domain, instance, cost, generated, time, gen_per_sec
X, dfid, pancake16.txt, "9 7 6 5 10 11 12 13 14 4 15 8 1 0 3 2", na, na, na, na
X, dfid, pancake16.txt, "2 1 11 10 9 6 7 8 12 13 5 0 3 4 14 15", 7, 1330649749, 48.3817, 2.75031e+07
X, dfid, pancake16.txt, "9 4 5 6 15 7 8 3 11 12 0 10 2 1 13 14", na, na, na, na
X, dfid, pancake16.txt, "11 3 15 14 12 13 2 5 10 7 4 1 8 9 6 0", na, na, na, na
X, dfid, pancake16.txt, "15 13 12 11 10 9 8 14 0 1 2 3 4 5 6 7", 4, 649686, 0.02408, 2.69803e+07
X, dfid, pancake16.txt, "12 11 10 9 8 7 6 0 1 2 3 4 5 13 14 15", 2, 2623, 9.8e-05, 2.67653e+07
X, dfid, pancake16.txt, "11 8 5 4 7 0 2 1 14 10 12 15 6 13 3 9", na, na, na, na
X, dfid, pancake16.txt, "7 6 5 4 3 2 1 0 8 9 10 11 12 13 14 15", 1, 107, 5e-06, 2.14e+07
X, dfid, pancake16.txt, "6 2 7 8 9 10 11 5 4 0 1 3 12 13 14 15", 6, 14314407, 0.529716, 2.70228e+07
X, dfid, pancake16.txt, "11 10 9 8 0 1 2 3 7 6 5 4 12 13 14 15", 3, 33430, 0.001245, 2.68514e+07
X, dfid, pancake16.txt, "2 1 0 8 12 11 9 10 3 4 7 6 5 13 14 15", 6, 57963102, 2.14465, 2.70269e+07
X, dfid, pancake16.txt, "13 12 11 10 0 1 2 3 4 5 6 7 8 9 14 15", 2, 2894, 0.000107, 2.70467e+07
X, dfid, pancake16.txt, "12 13 11 10 9 8 7 6 5 4 3 2 1 0 14 15", 2, 408, 1.7e-05, 2.4e+07
X, dfid, pancake16.txt, "2 3 4 5 6 7 8 9 10 11 1 0 12 13 14 15", 2, 2065, 7.7e-05, 2.68182e+07
X, dfid, pancake16.txt, "5 6 11 12 0 1 10 9 8 7 13 14 15 4 3 2", 8, 5876298141, 217.213, 2.70532e+07
X, dfid, pancake16.txt, "8 15 3 1 14 11 13 6 9 4 2 12 0 7 10 5", na, na, na, na
X, dfid, pancake16.txt, "13 12 11 10 9 8 7 0 1 2 3 4 5 6 14 15", 2, 2849, 7.3e-05, 3.90274e+07
X, dfid, pancake16.txt, "12 11 10 9 8 7 6 5 4 3 2 1 0 14 15 13", 3, 44718, 0.001137, 3.93298e+07
X, dfid, pancake16.txt, "7 3 4 5 6 8 9 10 11 12 13 14 2 1 0 15", 4, 179510, 0.004513, 3.97762e+07
X, dfid, pancake16.txt, "7 8 9 10 11 12 6 5 4 3 2 1 0 13 14 15", 2, 1236, 3.2e-05, 3.8625e+07
X, dfid, pancake16.txt, "7 6 5 4 2 3 1 0 8 9 10 11 12 13 14 15", 4, 213588, 0.005386, 3.96561e+07
X, dfid, pancake16.txt, "8 12 14 13 0 2 7 6 4 9 11 3 15 5 1 10", na, na, na, na
X, dfid, pancake16.txt, "15 14 13 12 11 0 1 2 3 4 5 6 7 8 9 10", 2, 3331, 0.000124, 2.68629e+07
X, dfid, pancake16.txt, "6 7 8 9 10 11 12 5 0 4 3 2 1 13 14 15", 4, 284201, 0.010602, 2.68064e+07
X, dfid, pancake16.txt, "7 8 9 10 11 12 13 14 6 1 0 2 3 4 5 15", 4, 331844, 0.012401, 2.67595e+07
X, dfid, pancake16.txt, "12 5 4 3 2 11 10 9 8 7 6 1 0 13 14 15", 4, 196360, 0.007248, 2.70916e+07
X, dfid, pancake16.txt, "4 5 3 1 2 7 10 8 11 12 13 14 6 9 15 0", na, na, na, na
X, dfid, pancake16.txt, "0 5 6 3 4 1 2 7 8 9 10 11 12 13 14 15", 5, 2575644, 0.095352, 2.7012e+07
X, dfid, pancake16.txt, "8 7 6 2 1 0 3 4 5 14 9 13 12 11 10 15", 6, 81144022, 2.60453, 3.1155e+07
X, dfid, pancake16.txt, "11 12 13 14 15 10 9 8 0 1 5 4 6 7 3 2", 6, 41283487, 1.52648, 2.70449e+07
X, dfid, pancake16.txt, "1 2 3 4 5 6 7 8 9 0 10 11 12 13 14 15", 2, 1824, 7e-05, 2.60571e+07
X, dfid, pancake16.txt, "2 3 4 5 6 7 8 12 11 10 9 1 0 13 14 15", 3, 30551, 0.001134, 2.69409e+07
X, dfid, pancake16.txt, "6 5 4 3 2 7 8 9 10 11 12 13 1 0 14 15", 3, 14319, 0.000529, 2.70681e+07
X, dfid, pancake16.txt, "0 1 2 3 4 5 6 11 12 8 9 10 7 13 14 15", 6, 53682745, 1.98443, 2.7052e+07
X, dfid, pancake16.txt, "7 5 4 3 2 1 0 8 9 6 10 11 12 13 14 15", 4, 357649, 0.013219, 2.70557e+07
X, dfid, pancake16.txt, "7 8 6 5 4 3 2 1 0 10 11 9 12 13 14 15", 4, 73341, 0.00272, 2.69636e+07
X, dfid, pancake16.txt, "15 5 11 2 12 7 6 13 8 4 3 14 9 10 0 1", na, na, na, na
X, dfid, pancake16.txt, "4 5 6 7 8 0 1 9 10 3 2 11 12 13 14 15", 5, 5061729, 0.18705, 2.70608e+07
X, dfid, pancake16.txt, "14 13 12 0 1 2 3 4 6 5 7 8 9 10 11 15", 5, 5317112, 0.196826, 2.70143e+07
X, dfid, pancake16.txt, "4 5 6 7 8 9 10 11 12 3 2 1 0 13 14 15", 2, 1869, 6.9e-05, 2.7087e+07
X, dfid, pancake16.txt, "6 0 11 5 9 14 10 3 12 15 7 8 2 13 4 1", na, na, na, na
X, dfid, pancake16.txt, "15 14 13 0 1 2 3 4 12 11 10 9 8 7 6 5", 3, 46165, 0.001159, 3.98318e+07
X, dfid, pancake16.txt, "10 6 9 3 4 5 15 0 1 2 8 13 12 7 11 14", na, na, na, na
X, dfid, pancake16.txt, "8 7 3 6 5 4 2 1 15 0 9 10 11 12 13 14", 8, 1855929622, 68.3257, 2.7163e+07
X, dfid, pancake16.txt, "1 15 14 13 12 11 10 9 0 2 3 4 8 6 7 5", na, na, na, na
X, dfid, pancake16.txt, "7 9 8 1 2 3 4 5 6 10 0 11 12 13 14 15", 6, 17661885, 0.447305, 3.94851e+07
X, dfid, pancake16.txt, "12 6 9 1 8 7 5 13 4 2 3 14 10 15 11 0", na, na, na, na
X, dfid, pancake16.txt, "5 4 0 1 2 3 6 7 8 9 10 11 12 13 14 15", 2, 1116, 2.9e-05, 3.84828e+07
X, dfid, pancake16.txt, "2 3 4 5 6 7 8 9 10 0 1 11 12 13 14 15", 3, 25759, 0.000655, 3.93267e+07
X, dfid, pancake16.txt, "7 9 0 4 1 15 2 3 13 6 14 5 10 11 12 8", na, na, na, na
X, dfid, pancake16.txt, "3 6 4 5 0 10 9 8 7 2 1 11 12 13 14 15", 7, 944494110, 34.8048, 2.71369e+07
X, dfid, pancake16.txt, "4 7 5 10 0 6 12 15 1 2 3 13 11 14 8 9", na, na, na, na
X, dfid, pancake16.txt, "10 15 6 3 1 2 0 7 8 4 9 12 13 14 11 5", na, na, na, na
